Item ID,Item Name,Good Type,Ingredient Category,Recipe Unit,Purchase Unit,Purchase Unit Conversion,Market Prices
1776348790235-q9p6gqj56,Red Bull - CAN 25CL,Beverage,Soft Drink,pc,pc,1,1776348790235-q9p6gqj56>Red bull 25CL>supplier-1762287668036>France Boissons IDF>Beverage>Can>1>pc>1.30>Carton>24>>>>>|1776684742482-t8fd0soe7>Red Bull 25 cl>supplier-1776759982886>Métro Paris>Beverage>Can>1>pc>1.04>Can>24>>>>>|1767784600043-cn1djbqt1>Red edition 25cl - 118029>supplier-1762287668036>France Boissons IDF>Beverage>Can>24>pc>28.11>Can>24>>>>>
1775227685860-ueadp9b8g,Serviettes Papier,Packaging,Napkin,pc,pc,1,1775227685860-ueadp9b8g>ARO SERVIETTES 29x29 BLANC>supplier-1761652156967>Metro Auxerre>Packaging>Plastic Bag>400>pc>2.16>Plastic Bag>400>>>>>
1775228846119-d0i702gc4,Echalotte filet,Food,,,kg,,1775228846119-d0i702gc4>ECHALOTE FILET 250G>supplier-1761652156967>Metro Auxerre>Food>>0.25>kg>1.09>>>>>>>
1775222926159-60-8ij7jtg8d,Miel d'Acacia,Food,,,KG,,1775222926159-60-8ij7jtg8d>MIEL ACACIA 500G>supplier-1761652156967>Metro Auxerre>Food>>0.5>KG>7.62>>>>>>>
1775229232995-21jiijh0s,Sac sandwich,Packaging,,,Pièce,,1775229232995-21jiijh0s>1000 SACS SANDWICH KRAFT>supplier-1761652156967>Metro Auxerre>Packaging>>1000>Pièce>22.65>>>>>>>
1776349544883-fx2gyu58w,Lutecia - Eau plate,Beverage,Water,pc,pc,1,1776349544883-fx2gyu58w>Lutecia eau plate 50cl>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>0.52>Carton>24>>>>>
1776349608031-uk1iz2l1g,Lutecia - Eau gazeuse,Beverage,Water,pc,pc,1,1776349608031-uk1iz2l1g>Lutecia - Eau gazeuse 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>0.65>Carton>24>>>>>
1776350032412-9d5orpkht,Gallia Blanche - 20L,Beverage,Beer,l,l,1,1776350032412-9d5orpkht>Gallia blanche - 20L>supplier-1762287668036>France Boissons IDF>Beverage>Fût>20>l>80.33>Fût>20>>>>>
1775230599996-fne4btj1b,Houmous,Food,,,kg,,1775230599996-fne4btj1b>HOUMOUS 500G METRO CHEF>supplier-1761652156967>Metro Auxerre>Food>>0.5>kg>5.95>>>>>>>
1776350521228-fbyy26ls0,Desperados - CAN 33CL,Beverage,Beer,pc,pc,1,1776350521228-fbyy26ls0>Desperados - CAN 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.11>Carton>24>>>>>
1776350585094-beyyccx0c,Heineken 0% - CAN 33CL,Beverage,Beer,pc,pc,1,1776350585094-beyyccx0c>Heineken 0% - CAN 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>1.47>Carton>24>>>>>
1776350650028-cd32jh3oz,Gallia IPA - CAN 33CL,Beverage,Beer,pc,pc,1,1776350650028-cd32jh3oz>Gallia IPA - CAN 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.51>Bottle>12>>>>>
1776350452596-t34mr4ee0,Gallia Blanche - CAN 33CL,Beverage,Beer,pc,pc,1,1776350452596-t34mr4ee0>Gallia Blanche - CAN 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.31>Bottle>24>>>>>
1776350742910-dk3l7vi59,Lagunitas - CAN 33CL,Beverage,Beer,pc,pc,1,1776350742910-dk3l7vi59>Lagunitas - CAN 33CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.78>Carton>12>>>>>
1767711724748-dga2dc8wb,Pomme granny smith,Food,Fruit,kg,kg,1,1767711724748-dga2dc8wb>Pomme verte>supplier-1761667267932>Saint Prim>Food>>1>kg>0.03>>>>>>>|1776698000207-es3jd0igb>Arena - Granny Smith >supplier-1776677164417>M.Charraire>Food>Bag>1>kg>1.62>Bag>1>>>>>
1776350917693-sbpg2md5a,Belair Gold - 75CL,Beverage,Sparkling Wine,l,pc,1.33,1776350917693-sbpg2md5a>Belair Gold - 75CL>supplier-1767860965839>Pernod Ricard>Beverage>Bottle>1>pc>13.15>Carton>6>>>>>
1776350954693-65c4eaxyf,Belair Rose - 75CL,Beverage,Sparkling Wine,l,pc,1.33,1776350954693-65c4eaxyf>Belair Rose - 75CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>13.15>Carton>6>>>>>
1776350998792-35h1mttl1,Belair Bleu - 75CL,Beverage,Sparkling Wine,l,pc,1.33,1776350998792-35h1mttl1>Belair Bleu - 75CL>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>13.15>Carton>6>>>>>
1776350277896-bw3zjiyun,Affligem de Noel - 30L,Beverage,Beer,l,l,1,1776350277896-bw3zjiyun>Affligem de Noel - 30L>supplier-1762287668036>France Boissons IDF>Beverage>Fût>30>l>131.76>Fût>1>>>>>
1775667172571-o3wbmekcm,Gougère,Food,,,Piece ,,1775667172571-o3wbmekcm>Gougère au fromage >supplier-1775199655872>Boivin>Food>>1>Piece >1.82>>>>>>>
1775667662321-ouzclkey7,Pizza - Reine,Food,,,Piece ,,1775667662321-ouzclkey7>Plaque de 4>supplier-1775667365352>Square pizza club>Food>>4>Piece >5.28>>>>>>>
1776433597779-4yvekossf,Mini pain blanc,Food,,,pc,,1776433597779-4yvekossf>Mini pain blanc (MPB)>supplier-1775199633073>Croc wich>Food>Carton>1>pc>0.22>Carton>1>>>>>
1776433738231-xm8ut5wos,Sandwich -  Végétarien,Food,,pc,pc,1,1776433738231-xm8ut5wos>Vege gourmand pain graines (PGVG)>supplier-1775199633073>Croc wich>Food>>1>pc>2.30>>1>>>>>
1776433788664-cui2l1f5e,Wrap Falafel,Food,,pc,pc,1,1776433788664-cui2l1f5e>Wrap vegetables falafel carotte (WVFC)>supplier-1775199633073>Croc wich>Food>>1>pc>2.60>>1>>>>>
1776434599307-bwrab7dh7,Sandwich - Club Thon/tomate,Food,,pc,pc,1,1776434599307-bwrab7dh7>Club Thon/tomate (35540)>supplier-1776434521254>Espri Restauration>Food>>1>pc>1.27>Carton>6>>>>>
1776434690642-mzf82ihvk,Sandwich - Club Jambon/Beurre,Food,,pc,pc,1,1776434690642-mzf82ihvk> Club Jambon/Beurre (42546)>supplier-1776434521254>Espri Restauration>Food>>1>pc>1.49>Carton>6>>>>>
1776434646857-miz0odtcc,Sandwich - Club Thon/Tomate/Oeuf,Food,,pc,pc,1,1776434646857-miz0odtcc> Club Thon/Tomate/Oeuf (19682)>supplier-1776434521254>Espri Restauration>Food>>1>pc>1.23>Carton>6>>>>>
1776435268127-rrezsrama,Fish & Chips,Food,Fish,kg,kg,1,1776435268127-rrezsrama>Fish & chips cable 140-170g 5KG (FISCHI)>supplier-1767860980364>Prevogel>Food>Bag>5>kg>77.50>Bag>5>>>>>
1776435746792-yioxhf0qe,Emballage hotdog,Packaging,,,pc,,1776435746792-yioxhf0qe>Emballage hotdog blanc*500>supplier-1776435684028>Manhattan hotdog>Packaging>Carton>500>pc>90.00>Carton>1>>>>>
1776436149124-tnnpbdamt,Chips - Lay's BBQ 45G,Food,,kg,pc,1,1776436149124-tnnpbdamt>Chips BBQ 45g>supplier-1761662500738>Cercle vert>Food>Bag>20>pc>13.00>Carton>20>>>>>
1776436542006-t1ujcajyj,Sucre glace,Food,,kg,kg,1,1776436542006-t1ujcajyj>Sucre glace>supplier-1761662500738>Cercle vert>Food>Carton>1>kg>2.40>Carton>1>>>>>
1776436636356-5v2rk6mbm,Pate à tartiner - Chocolat bio,Food,,kg,kg,1,1776436636356-5v2rk6mbm>Pate a tartiner chocolat bio>supplier-1761662500738>Cercle vert>Food>Bottle>2.5>kg>34.98>Bottle>1>>>>>
1776349449031-w4644bm60,Caprisun,Beverage,Soft Drink,pc,pc,1,1776349449031-w4644bm60>Caprisun>supplier-1762287668036>France Boissons IDF>Beverage>Can>1>pc>0.50>Carton>24>>>>>
1776436769855-c5458q10y,Macaronis,Food,Cereals,kg,kg,1,1776436769855-c5458q10y>Macaronis QS (11721)>supplier-1761662500738>Cercle vert>Food>Bag>5>kg>13.60>Bag>5>>>>>
1776437025304-aer4duhym,Pain de mie nature,Food,Bread,pc,pc,1,1776437025304-aer4duhym>Pain de mie nature LC 14T 550g (3405)>supplier-1761662500738>Cercle vert>Food>Carton>140>pc>25.01>Plastic Bag>14>>>>>
1776437368936-014l0jbbn,Sucre Cassonade,Food,,,kg,,1776437368936-014l0jbbn>Sucre cassonade (2911)>supplier-1761662500738>Cercle vert>Food>Bag>1>kg>2.40>Bag>1>>>>>|1777483120246-si2o3foul>Sucre Cassonade>supplier-1761652156967>Metro Auxerre>Food>Bag>1>kg>2.40>Bag>1>>>>>
1776677025228-1zvx88f8y,Popcorn salé (100g),Food,,pc,pc,1,1776677025228-1zvx88f8y>Pop corn salé 100g>supplier-1767860348669>Finger food>Food>Bag>15>pc>15.60>Carton>15>>>>>
1776437424785-rft48ooi9,Farine T45,Food,,kg,kg,1,1776437424785-rft48ooi9>Farine T45 (28086)>supplier-1761662500738>Cercle vert>Food>Bag>1>kg>0.55>Bag>1>>>>>
1775666651917-0a2l7vxbi,Cup 50/60 personnalisé,Packaging,Cup,pc,pc,1,1775666651917-0a2l7vxbi>Cup 50/60 personnalisé>supplier-1775666074275>Infiny cup>Packaging>Plastic Bag>100>pc>42.40>Plastic Bag>100>>>>>
1775288849620-3y46xd89x,Cup 25CL,Packaging,Cup,pc,pc,1,1775288849620-3y46xd89x>Lavage - Cup 25CL>supplier-1767788394077>Esprit planete>Packaging>Plastic Bag>1000>pc>110.00>Plastic Bag>100>>>>>
1775288966736-3u3hhmg8i,Cup champagne,Packaging,Cup,pc,pc,1,1775288966736-3u3hhmg8i>Lavage - Cup champagne>supplier-1767788394077>Esprit planete>Packaging>Plastic Bag>1000>pc>110.00>Plastic Bag>1>>>>>
1775666211475-cdfxfa6zi,Cup personnalisé,Packaging,Cup,pc,Pièce,1,1775666211475-cdfxfa6zi>Cup 50/60 personnalisation >supplier-1775666074275>Infiny cup>Packaging>Plastic Bag>100>Pièce>42.40>Plastic Bag>1>>>>>
1776437555851-o5d4gop4a,Curry moulu,Food,Condiment,kg,kg,1,1776437555851-o5d4gop4a>Curry Moulu >supplier-1761662500738>Cercle vert>Food>Bag>1>kg>5.50>Bag>1>>>>>
1776677485872-k5al13gyd,Concombre mini,Food,,,kg,,1776677485872-k5al13gyd>Concombre mini cat 1>supplier-1776677164417>M.Charraire>Food>>1>kg>5.38>>1>>>>>|1776694396807-w4z1ez0ic>Arena - mini concombre >supplier-1776437642936>Beaugrain>Food>Bag>1>kg>6.90>Bag>1>>>>>|1776695697311-zjbogai3i>Arena - Concombre mini cat 1>supplier-1776677164417>M.Charraire>Food>>1>kg>5.54>>1>>>>>
1776438064249-c2wiyz0xw,Chou blanc émincé,Food,Vegetable,kg,kg,1,1776438064249-c2wiyz0xw>Chou blanc émincé >supplier-1776437642936>Beaugrain>Food>Bag>1>kg>3.27>Bag>1>>>>>|1776689833996-38up4jcdv>Choux blanc emincé (4CHCHBEM8RCS)>supplier-1776677164417>M.Charraire>Food>Bag>1>kg>3.29>Bag>1>>>>>
1776677865754-4s4lsva4x,Comté,Food,,,kg,,1776677865754-4s4lsva4x>Comté 10-12 mois AOP (COMEX 12M)>supplier-1761652935093>Alazard>Food>Bag>1>kg>18.49>Bag>1>>>>>|1775740746312-7ytgvr6ub>Comté>supplier-1761652156967>Metro Auxerre>Food>>64>Pièce>20.17>>>>>>>
1776438179983-2zglwpsju,Paté de campagne,Food,,,kg,,"1776438179983-2zglwpsju>Paté de campagne 1,5KG (CH035)>supplier-1776437642936>Beaugrain>Food>Bag>1.5>kg>11.48>Bag>1>>>>>"
1776438246699-jwjard6yj,Coppa,Food,Meat,kg,kg,1,1776438246699-jwjard6yj>Coppa tranché 500g 65 tranches (CH059)>supplier-1776437642936>Beaugrain>Food>Bag>0.5>kg>10.52>Bag>1>>>>>
1776438294749-6qw056bq0,Rosette,Food,Meat,kg,kg,1,1776438294749-6qw056bq0>Rosette tranchée 500g 50 tranches (CH084)>supplier-1776437642936>Beaugrain>Food>Bag>0.5>kg>7.84>Bag>0>>>>>
1776678091950-thunxxxtw,Brie de Meaux,Food,,,kg,,1776678091950-thunxxxtw>Brie de Meaux AOP 3/4 affiné>supplier-1761652935093>Alazard>Food>Bag>1>kg>14.21>Bag>3>>>>>|1776688749568-nnbkrk0ju>Brie de Meaux AOP 3/4 affiné (BRIMERG34)>supplier-1761652935093>Alazard>Food>Bag>3>kg>44.50>Bag>3>>>>>
1776438355965-lto1yjpgo,Jambon de Bayonne,Food,,,kg,,1776438355965-lto1yjpgo>Jambon de Bayonne 20 tranches 320g (CH082)>supplier-1776437642936>Beaugrain>Food>Bag>0.32>kg>16.34>Bag>1>>>>>
1776678226687-lsfosbjmi,Crottin chavignol,Food,,,pc,,1776678226687-lsfosbjmi>Crottin chavignol AOPx12>supplier-1761652935093>Alazard>Food>Bag>1>pc>2.32>Bag>12>>>>>
1776438548315-ya880298d,Sobressade,Food,,,kg,,1776438548315-ya880298d>Soubressade Sara piquante - 10*130g>supplier-1776437642936>Beaugrain>Food>Bag>1.3>kg>24.46>Bag>1>>>>>
1776679129582-w2igzfguo,Vin chaud,Beverage,Wine,l,pc,0.1,1776679129582-w2igzfguo>Bib vin chaud hut gluwein 10L>supplier-1776759982886>Métro Paris>Beverage>BIB>1>pc>1.40>BIB>1>>>>>|1767786728884-6hakx29bq>Bib 10L - 115289>supplier-1767785678822>France Boissons Loire>Beverage>BIB>1>pc>18.80>BIB>1>>>>>|1767787912447-q1kxjy7ez>Bib 10L  - 115289>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>19.50>Bottle>1>>>>>
1776679417720-yzjbi8rvf,Merguez,Food,,,kg,,1776679417720-yzjbi8rvf>Merguez>supplier-1775199902203>Ets Denis>Food>Bag>1>kg>13.00>Bag>1>>>>>
1776679599391-x7lmvpgrx,Macaron vanille,Food,,,pc,,1776679599391-x7lmvpgrx>Macaron vanille bwt >supplier-1775668077351>La compagnie des desserts>Food>Bag>24>pc>53.00>Bag>24>>>>>
1776679692790-5p9vr8ens,Cookie,Food,,kg,pc,1,1776679692790-5p9vr8ens>Cookie 3 chocolats 60g (96918)>supplier-1775668077351>La compagnie des desserts>Food>Bag>50>pc>59.16>Bag>50>>>>>|1776699193093-3ey23e7mz>Cookie >supplier-1776698917685>La sabicherie >Food>>1>pc>4.10>>1>>>>>
1776679779185-o3j7wa3de,Gaufre,Food,,,pc,,1776679779185-o3j7wa3de>Gaufre liège 100g (160394)>supplier-1775668077351>La compagnie des desserts>Food>Bag>48>pc>51.90>Bag>48>>>>>|1776680083436-m14kebajg>Gaufre de liège vrac 100g (160610)>supplier-1775668077351>La compagnie des desserts>Food>Bag>27>pc>18.62>Bag>27>>>>>
1776679936927-bryltonba,Bretzel,Food,,pc,pc,1,1776679936927-bryltonba>Bretzel géant 150g (145)>supplier-1775668077351>La compagnie des desserts>Food>Bag>16>pc>19.08>Bag>16>>>>>
1776680226017-5rwzkltky,Assortiment de pic pop,Food,,,pc,,1776680226017-5rwzkltky>Assortiment de pic pop Classique 20g (95363)>supplier-1775668077351>La compagnie des desserts>Food>Bag>48>pc>57.32>Bag>48>>>>>
1776681334891-4h5pcok91,Super twister,Food,,,pc,,1776681334891-4h5pcok91>Max super twister 110ml>supplier-1776680277028>Relais d’or>Food>Carton>28>pc>30.75>Carton>28>>>>>
1776681416681-8ojtp74vg,Magnum amande,Food,,,pc,,1776681416681-8ojtp74vg>Magnum amande 110ml>supplier-1776680277028>Relais d’or>Food>Carton>20>pc>29.20>Carton>20>>>>>
1776681551236-izsmjnmaf,Ben & Jerry’s - Cookie dough 110ml,Food,,,pc,,1776681551236-izsmjnmaf>Bj cookie dough 100ml>supplier-1776680277028>Relais d’or>Food>Carton>12>pc>19.50>Carton>12>>>>>
1767779042662-vtbzu35qh,Sprite - Can 33CL,Beverage,Soft Drink,pc,piece,1,1767779042662-vtbzu35qh>33cl - 122646>supplier-1762287668036>France Boissons IDF>Beverage>>24>piece>15.78>>>>>>>
1767780134365-ujvzbqgbn,Granini - Maracuja,Beverage,Soft Drink,l,pc,1,1767780134365-ujvzbqgbn>1L - 104562>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>3.28>Carton>6>6>>>>
1767785817625-xds002d42,Krombacher - Fut 30L,Beverage,Beer,l,l,0.033,1767785817625-xds002d42>30L - SKU : BFU032162 EAN : 951>supplier-1767785699279>V&B (Le Mans)>Beverage>Fût>30>l>69.17>Fût>30>>>>>
1767780218939-f7onv8oj4,Granini - Ananas,Beverage,Soft Drink,l,pc,1,1767780218939-f7onv8oj4>1L - 82410>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.15>Carton>6>>6>>>
1776683026096-5by5s5fep,Pastel de nata,Food,,,pc,,1776683026096-5by5s5fep>Pastel de nata>supplier-1775199633073>Croc wich>Food>>1>pc>0.63>>1>>>>>|1776686221908-8b4lg5z53>Pastel de nata 58g>supplier-1775668077351>La compagnie des desserts>Food>Bag>72>pc>59.64>Bag>72>>>>>
1767780316118-yo0ei8d4v,Granini - Goyave,Beverage,Soft Drink,l,pc,1,1767780316118-yo0ei8d4v>1L - 82413>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>2.46>Carton>6>6>>>>
1767785867944-qczvopmx2,Tube C02,Beverage,,,kg,,1767785867944-qczvopmx2>10kg - SKU : ABI040175 EAN : 180>supplier-1767785699279>V&B (Le Mans)>Beverage>>10>kg>40.83>>>>>>>|1767783807953-3rnclrurg>5KG - 96996>supplier-1762287668036>France Boissons IDF>Beverage>>5>kg>22.16>>>>>>>|1767783865877-cc1pfwaxt>10kg - 96998>supplier-1762287668036>France Boissons IDF>Beverage>>10>kg>37.53>>>>>>>
1767780640929-g25wat1x2,Chandon garden Spritz,Beverage,Sparkling Wine,l,pc,1.33,1767780640929-g25wat1x2>75cl - 116829>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>17.98>Carton>6>>>>>
1767785950703-8egpltm8d,Jipernel - Fut 30L,Beverage,Beer,l,l,1,1767785950703-8egpltm8d>30L - SKU : BFU046942 EAN : 3156140738017>supplier-1767785699279>V&B (Le Mans)>Beverage>Fût>30>l>69.17>Fût>30>>>>>|1767786056294-hsuicdf40>30L - SKU : BFU046942 EAN : 3156140738017>supplier-1767785699279>V&B (Le Mans)>Beverage>Fût>30>l>75.00>Fût>30>>>>>
1767781204943-aqotzzwp2,Rhum - Captain Morgan,Beverage,Liquor,l,pc,1.428,1767781204943-aqotzzwp2>70cl - 100884>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>12.96>Carton>6>>6>>>
1780311825633-3nuxg474l,Mocktail jolie cœur,Beverage,,,l,,1780311825633-3nuxg474l>Mocktail jolie cœur - bib 3L>supplier-1762287668036>France Boissons IDF>Beverage>BIB>3>l>26.30>BIB>3>>>>>
1767781321139-5j6mosal5,Vodka - Smirnoff 21 Red,Beverage,Liquor,l,pc,1.428,1767781321139-5j6mosal5>70cl - 11196>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>11.88>Carton>6>>>>>
1776683236257-ubxqsbjkc,Epinard,Food,,,kg,,1776683236257-ubxqsbjkc>Épinard 1k >supplier-1776759982886>Métro Paris>Food>Bag>1>kg>6.99>Bag>1>>>>>|1776689893388-m05xg0hss>Pousse épinard hve>supplier-1776677164417>M.Charraire>Food>Bag>1>kg>7.38>Bag>1>>>>>
1767781408454-6w2a2kx80,Whisky - J&B,Beverage,Liquor,l,pc,1.428,1767781408454-6w2a2kx80>70cl - 11185 >supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>15.25>Carton>6>>>>>
1776684160131-w7w1o5tql,Doritos nature,Food,,kg,kg,1,1776684160131-w7w1o5tql>Doritos nature 455g>supplier-1776759982886>Métro Paris>Food>Bag>0.455>kg>3.97>Bag>1>>>>>
1776684949963-ymoz6q5n3,Thé,Beverage,,,pc,,1776684949963-ymoz6q5n3>Thé 100 sc fraich Lipton yellow>supplier-1776759982886>Métro Paris>Beverage>Bag>100>pc>8.16>Bag>100>>>>>
1776685074854-ukf931mia,Gobelet kraft 0.3ML,Packaging,,,pc,,1776685074854-ukf931mia>Gobelet kraft 0.3ML>supplier-1776759982886>Métro Paris>Packaging>Carton>50>pc>2.65>Carton>50>>>>>
1776685142150-jwvq243yv,Gobelet kraft 0.2ML,Packaging,,,pc,,1776685142150-jwvq243yv>Gobelet kraft 0.2ML>supplier-1776759982886>Métro Paris>Packaging>Carton>50>pc>2.35>Carton>50>>>>>
1776685494931-omanyz1cz,Vodka - Eristoff,Beverage,Liquor,l,pc,1.428,1776685494931-omanyz1cz>Eristoff 70cl>supplier-1776759982886>Métro Paris>Beverage>Bottle>1>pc>9.27>Carton>6>>>>>
1776685697959-wm4fc8a8o,Cheddar rouge tranches,Food,,,pc,,1776685697959-wm4fc8a8o>Cheddar rge 50tr >supplier-1776759982886>Métro Paris>Food>Bag>50>pc>10.98>Bag>50>>>>>
1776685803509-knb49lzyf,Sandwich - Club dinde,Food,,,pc,,1776685803509-knb49lzyf>Club dinde pain de mie malté>supplier-1775199633073>Croc wich>Food>>1>pc>2.40>>1>>>>>|1776688023993-r1fmsmmq8>Club dinde >supplier-1775199633073>Croc wich>Food>>1>pc>2.40>>1>>>>>
1776685942353-a6unaug58,Jus de citron vert,Beverage,,l,pc,1,1776685942353-a6unaug58>Jus de citron vert 1l>supplier-1761662500738>Cercle vert>Beverage>Bottle>1>pc>2.80>Bottle>1>>>>>
1767782786877-6tccsspfv,Budweiser - 30L,Beverage,Beer,l,liter,1,1767782786877-6tccsspfv>30L - 114646>supplier-1762287668036>France Boissons IDF>Beverage>>30>liter>94.61>>>>>>>
1767782927838-q8odp5g07,Coca-Cola Original - BIB 19L,Beverage,Soft Drink,l,litre,1,1767782927838-q8odp5g07>Bib 19L - 13242>supplier-1762287668036>France Boissons IDF>Beverage>>19>litre>228.23>>>>>>>
1767783015821-wzhro2bfn,Coca-Cola Sans Sucre - BIB 5L,Beverage,Soft Drink,l,liter,1,1767783015821-wzhro2bfn>Bib 5L>supplier-1762287668036>France Boissons IDF>Beverage>>5>liter>62.94>>>>>>>
1767783086137-lw9pzuota,Fuze Tea - BIB 5L,Beverage,Soft Drink,l,l,1,1767783086137-lw9pzuota>Bib 5L - 112947>supplier-1762287668036>France Boissons IDF>Beverage>BIB>5>l>78.87>BIB>5>1>1>80>50>50
1767787047137-2nkh5thkw,Cristaline - 50 CL,Beverage,Water,pc,pc,1,1767787047137-2nkh5thkw>50cl - 62907>supplier-1762287668036>France Boissons IDF>Beverage>Carton>24>pc>5.42>Carton>24>>>>>|1767786361289-295nhuwm4>50cl - 122633>supplier-1767785678822>France Boissons Loire>Beverage>Carton>24>pc>11.27>Carton>24>>>>>
1767783430885-wpeb7ummy,Fanta orange - CAN 33cl,Beverage,Soft Drink,pc,piece,1,1767783430885-wpeb7ummy>33cl - 122917>supplier-1762287668036>France Boissons IDF>Beverage>Carton>24>piece>17.75>Carton>24>>>>>
1767783709911-ma5w2zmwv,Rhum - Dillon (3L),Beverage,Liquor,l,l,1,1767783709911-ma5w2zmwv>Bib 3L - 113233>supplier-1762287668036>France Boissons IDF>Beverage>BIB>3>l>55.80>BIB>3>>>>>
1767784077554-hq6go2kxx,Sirop de grenadine,Beverage,Soft Drink,l,pc,1,1767784077554-hq6go2kxx>1L - 111368>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>5.00>Bottle>1>>>>>|1776685330419-n9rn8ob1f>Sirop rioba grenadine 1l>supplier-1776759982886>Métro Paris>Beverage>Bottle>1>pc>2.21>Bottle>1>>>>>
1767784199889-vonyobapg,Gin - Gordon's London,Beverage,Liquor,l,pc,1.428,1767784199889-vonyobapg>70cl - 11209>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>12.72>Carton>6>>>>>
1767784371922-3wbsz0j1f,Coca-Cola Cherry - BIB 5L,Beverage,Soft Drink,l,liter,1,1767784371922-3wbsz0j1f>Bib 5L - 115722>supplier-1762287668036>France Boissons IDF>Beverage>BIB>5>liter>87.51>>>>>>>
1776686994891-80ymyn6xm,Saucisse de bœuf,Food,,,kg,,1776686994891-80ymyn6xm>Saucisse a hot dog boeuf >supplier-1761663146414>Marguerite>Food>Bag>1>kg>12.40>Bag>1>>>>>
1776687612414-yv4p5vkxk,Sandwich - Club rosette,Food,,,pc,,1776687612414-yv4p5vkxk>Club rosette fromage >supplier-1775199633073>Croc wich>Food>Bag>1>pc>2.60>Bag>1>>>>>
1776687673675-xdug5lg1l,Sandwich - Club thon,Food,,,pc,,1776687673675-xdug5lg1l>Sandwich - Club thon Concombre>supplier-1775199633073>Croc wich>Food>>1>pc>2.21>>1>>>>>
1776687743769-h9bqete3j,Sandwich - Club tomate mozzarella,Food,,,pc,,1776687743769-h9bqete3j>Sandwich - Club tomate mozzarella >supplier-1775199633073>Croc wich>Food>>1>pc>2.60>>1>>>>>
1776687799418-lhbvvd64f,Wrap kebab,Food,,,pc,,1776687799418-lhbvvd64f>Wrap kebab libanais >supplier-1775199633073>Croc wich>Food>>1>pc>2.25>>1>>>>>
1776687847524-4n9dcs9s9,Wrap poulet olive,Food,,,pc,,1776687847524-4n9dcs9s9>Wrap poulet olive >supplier-1775199633073>Croc wich>Food>>1>pc>2.30>>1>>>>>
1776687877644-7aln6qkcn,Wrap vegan,Food,,,pc,,1776687877644-7aln6qkcn>Wrap vegan >supplier-1775199633073>Croc wich>Food>>1>pc>2.55>>1>>>>>
1776687937758-fgetk0egc,Part de flan,Food,,,pc,,1776687937758-fgetk0egc>Part de flan >supplier-1775199633073>Croc wich>Food>>1>pc>1.99>>1>>>>>
1776688580719-dh24b74ux,Beurre doux individuel,Food,,,pc,,1776688580719-dh24b74ux>Beurre doux micro pain doux *100 10g>supplier-1761652935093>Alazard>Food>Carton>100>pc>13.18>Carton>100>>>>>
1776688835509-bggqosizi,Morbier,Food,,,pc,,1776688835509-bggqosizi>Portion morbier *24 30g>supplier-1761652935093>Alazard>Food>Carton>24>pc>16.85>Carton>24>>>>>
1776688931457-yxlm26f76,Saint nectaire,Food,,,kg,,1776688931457-yxlm26f76>Saint nectaire fermier AOP >supplier-1761652935093>Alazard>Food>Bag>1>kg>17.47>Bag>1>>>>>
1775669413028-zunwn77l7,Offre asiatique AJA,Food,,,Piece,,1775669413028-zunwn77l7>Boeuf fromage >supplier-1775669085717>Tang frère>Food>>50>Piece>45.00>>>>>>>|1775669567851-mq1jjur2b>Yakitori>supplier-1775669085717>Tang frère>Food>>50>Piece>30.00>>>>>>>|1775670101419-4zpc80sfv>Nouille>supplier-1775669085717>Tang frère>Food>>1>Piece>1.46>>>>>>>|1775687204974-e1zbtlmxq>X1>supplier-1775669085717>Tang frère>Food>>24>pc>15.25>>>>>>>
1775288910887-6hf3gtxl1,Cup 50CL,Packaging,Cup,pc,pc,1,1775288910887-6hf3gtxl1>Lavage - Cup 50CL>supplier-1767788394077>Esprit planete>Packaging>Plastic Bag>1000>pc>110.00>Plastic Bag>100>>>>>
1775289048754-ig0fj1fc0,Cup vin,Packaging,,pc,pc,1,1775289048754-ig0fj1fc0>Lavage - Cup vin >supplier-1767788394077>Esprit planete>Packaging>>1000>pc>110.00>>1>>>>>
